,loss,accuracy,val_loss,val_accuracy
0,1.4437954425811768,0.47369998693466187,1.1624927520751953,0.5748999714851379
1,1.0670075416564941,0.6221200227737427,0.9460028409957886,0.6625999808311462
2,0.9072633385658264,0.6795200109481812,0.8472716808319092,0.6987000107765198
3,0.7980707883834839,0.7199199795722961,0.8830448985099792,0.6915000081062317
4,0.7142307758331299,0.75,0.7206143736839294,0.7425000071525574
5,0.6477226614952087,0.7711600065231323,0.7166686058044434,0.7461000084877014
6,0.587124228477478,0.7918599843978882,0.6786457896232605,0.7645999789237976
7,0.535323441028595,0.8120800256729126,0.6820136308670044,0.7594000101089478
8,0.4877255856990814,0.829200029373169,0.6403159499168396,0.7782999873161316
9,0.44438719749450684,0.8458200097084045,0.6365473866462708,0.7836999893188477
10,0.40612947940826416,0.8573600053787231,0.6514399647712708,0.7821999788284302
11,0.3604162633419037,0.8736000061035156,0.6606703400611877,0.7871000170707703
12,0.3246939778327942,0.8855999708175659,0.6691480875015259,0.7820000052452087
13,0.29352661967277527,0.8972200155258179,0.7026134729385376,0.7802000045776367
14,0.26072555780410767,0.909280002117157,0.6962968707084656,0.784600019454956
15,0.23237647116184235,0.9184600114822388,0.7595584988594055,0.7781000137329102
16,0.21099571883678436,0.9255200028419495,0.7759115099906921,0.7822999954223633
17,0.1832309365272522,0.9355400204658508,0.7525250315666199,0.7907000184059143
18,0.1622118204832077,0.9422199726104736,0.7853251695632935,0.7861999869346619
19,0.14808611571788788,0.9469799995422363,0.8140200972557068,0.7900000214576721
20,0.13429006934165955,0.9527999758720398,0.8678153157234192,0.7870000004768372
21,0.12207650393247604,0.9571400284767151,0.8573241233825684,0.7882999777793884
22,0.11343829333782196,0.9599199891090393,0.9553632736206055,0.7753000259399414
23,0.1055934950709343,0.9630399942398071,0.9362244009971619,0.7886999845504761
24,0.09645044058561325,0.9662399888038635,0.9312588572502136,0.7888000011444092
25,0.0956190824508667,0.9666600227355957,0.9877278208732605,0.7757999897003174
26,0.08847519755363464,0.9693999886512756,0.9863152503967285,0.7853000164031982
27,0.08061055094003677,0.972000002861023,0.9966228604316711,0.7883999943733215
28,0.08121456205844879,0.9712799787521362,1.0168870687484741,0.7912999987602234
29,0.07501239329576492,0.9739400148391724,1.016219973564148,0.7904000282287598
30,0.07401487976312637,0.9738199710845947,1.1065280437469482,0.7825999855995178
31,0.06871659308671951,0.9760199785232544,1.0495585203170776,0.7914000153541565
32,0.07121672481298447,0.9747999906539917,1.0897756814956665,0.7908999919891357
33,0.0651363730430603,0.9768199920654297,1.106827735900879,0.7871000170707703
34,0.06701119989156723,0.9764400124549866,1.09813392162323,0.7900000214576721
35,0.061771146953105927,0.9785799980163574,1.1441203355789185,0.784500002861023
36,0.05936698615550995,0.9795799851417542,1.1361908912658691,0.7851999998092651
37,0.05880323424935341,0.9794800281524658,1.1940288543701172,0.7853000164031982
38,0.05741119012236595,0.9802799820899963,1.2169078588485718,0.7857000231742859
39,0.05802782252430916,0.9797800183296204,1.229014277458191,0.7842000126838684
