,loss,accuracy,val_loss,val_accuracy
0,1.2165733575820923,0.5640199780464172,0.9807637929916382,0.6570000052452087
1,0.8654459118843079,0.696179986000061,0.8027143478393555,0.7150999903678894
2,0.7086827158927917,0.7544800043106079,0.7398093342781067,0.7430999875068665
3,0.5978471040725708,0.7924799919128418,0.7207490801811218,0.7466999888420105
4,0.5110636949539185,0.824180006980896,0.6770312786102295,0.7662000060081482
5,0.4397319555282593,0.8474599719047546,0.6736654043197632,0.7728999853134155
6,0.37228772044181824,0.873199999332428,0.6814941763877869,0.7736999988555908
7,0.3141445219516754,0.8931999802589417,0.691196084022522,0.7749999761581421
8,0.26612386107444763,0.9105600118637085,0.7063112854957581,0.7784000039100647
9,0.22199159860610962,0.9254999756813049,0.7129945755004883,0.7825000286102295
10,0.18985214829444885,0.9363800287246704,0.7466442584991455,0.7749999761581421
11,0.1561235785484314,0.9498400092124939,0.7470196485519409,0.7870000004768372
12,0.13128246366977692,0.9583799839019775,0.7946918606758118,0.784500002861023
13,0.11186213046312332,0.965399980545044,0.7935289740562439,0.7870000004768372
14,0.10109281539916992,0.9672600030899048,0.8513259887695312,0.7854999899864197
15,0.08714006096124649,0.9724799990653992,0.8805112242698669,0.7785000205039978
16,0.07308787852525711,0.9781200289726257,0.874331533908844,0.7897999882698059
17,0.06943310052156448,0.9784799814224243,0.9278400540351868,0.7835999727249146
18,0.06399782747030258,0.979960024356842,0.9069749116897583,0.7871000170707703
19,0.05559894070029259,0.9833599925041199,0.9772242903709412,0.7835000157356262
20,0.05557609722018242,0.9816799759864807,0.9277816414833069,0.7929999828338623
21,0.0485401414334774,0.9845600128173828,0.9644633531570435,0.7865999937057495
22,0.04877263680100441,0.9841600060462952,0.9912853240966797,0.7878999710083008
23,0.04173686355352402,0.9873800277709961,1.0303667783737183,0.7856000065803528
24,0.04725279286503792,0.9843599796295166,1.0634915828704834,0.7817000150680542
25,0.03853084519505501,0.987500011920929,1.1061068773269653,0.7764999866485596
26,0.038586851209402084,0.9871799945831299,1.0742472410202026,0.781000018119812
27,0.036114245653152466,0.9882599711418152,1.0686672925949097,0.78329998254776
28,0.033504631370306015,0.9894000291824341,1.1235817670822144,0.781000018119812
29,0.03539673238992691,0.9883800148963928,1.1778900623321533,0.7735999822616577
30,0.02975303679704666,0.9905200004577637,1.1154625415802002,0.7857999801635742
31,0.03376961871981621,0.9894800186157227,1.1023920774459839,0.786899983882904
32,0.028379037976264954,0.9908599853515625,1.0885108709335327,0.7922000288963318
33,0.02915460616350174,0.9906200170516968,1.1141247749328613,0.7892000079154968
34,0.031467799097299576,0.9897599816322327,1.1777669191360474,0.7829999923706055
35,0.021214645355939865,0.9935399889945984,1.1633564233779907,0.7853000164031982
36,0.028145087882876396,0.9904800057411194,1.1678725481033325,0.784500002861023
37,0.027085520327091217,0.991320013999939,1.1635801792144775,0.7930999994277954
38,0.024006305262446404,0.991599977016449,1.2162392139434814,0.7864999771118164
39,0.02769264578819275,0.990339994430542,1.2511502504348755,0.7802000045776367
