,loss,categorical_accuracy,val_loss,val_categorical_accuracy,times
0,4.161256790161133,0.2875777781009674,2.8739943504333496,0.3659000098705292,20.296371936798096
1,1.8192466497421265,0.5607555508613586,2.851217031478882,0.39070001244544983,19.329278230667114
2,0.8202890753746033,0.7926666736602783,3.051856756210327,0.3921000063419342,19.31985592842102
3,0.30934450030326843,0.9283111095428467,3.2609620094299316,0.40139999985694885,19.325024127960205
4,0.16057956218719482,0.9672333598136902,3.520331621170044,0.3984000086784363,19.239339351654053
5,0.1646793931722641,0.9629999995231628,3.5240180492401123,0.4007999897003174,19.22882318496704
6,0.15887005627155304,0.9629111289978027,3.7195613384246826,0.3873000144958496,19.241352081298828
7,0.13024747371673584,0.9683666825294495,3.7948460578918457,0.39640000462532043,19.284515142440796
8,total for epochs,0.0,0.0,0.0,155.26455998420715
9,time_elapsed,0.0,0.0,0.0,3.111971855163574
10,time_elapsed/image,0.0,0.0,0.0,0.31119718551635744
11,test accuracy,0.0,0.0,0.0,0.4011000096797943
