,loss,categorical_accuracy,val_loss,val_categorical_accuracy,times
0,5.001303672790527,0.021488888189196587,4.760381698608398,0.03849999979138374,55.58315944671631
1,4.445006370544434,0.06764444708824158,4.225621700286865,0.08969999849796295,54.3708598613739
2,3.939659357070923,0.13079999387264252,3.7805163860321045,0.14839999377727509,54.3954119682312
3,3.5194990634918213,0.19457778334617615,3.5218796730041504,0.2011999934911728,54.3733012676239
4,3.170022964477539,0.2543888986110687,3.361758232116699,0.22290000319480896,54.383182764053345
5,2.864248514175415,0.3106222152709961,3.1316287517547607,0.2687999904155731,54.37059664726257
6,2.5528132915496826,0.3686777651309967,3.1952197551727295,0.2718000113964081,54.378836154937744
7,2.232006549835205,0.4337555468082428,3.2360920906066895,0.2833000123500824,54.379361629486084
8,1.8728209733963013,0.5076000094413757,3.2732722759246826,0.2903999984264374,54.38101243972778
9,1.4870222806930542,0.5941666960716248,3.5322773456573486,0.2937000095844269,54.37783098220825
10,1.1353514194488525,0.6763666868209839,3.932497978210449,0.28450000286102295,54.32603979110718
11,0.8687219023704529,0.7458333373069763,4.529591083526611,0.2842000126838684,54.30074381828308
12,0.6630508899688721,0.8014888763427734,4.965739727020264,0.2827000021934509,54.30299735069275
13,0.5454165935516357,0.8328777551651001,5.149832725524902,0.28529998660087585,54.33476424217224
14,total for epochs,0.0,0.0,0.0,762.2580983638763
15,time_elapsed,0.0,0.0,0.0,3.1328442096710205
16,time_elapsed/image,0.0,0.0,0.0,0.3132844209671021
17,test accuracy,0.0,0.0,0.0,0.29249998927116394
