,temperature,bleu,bleu_score
0,0.0,8.541637621344009,0.42708188106720046
1,0.1,8.57913477768022,0.42895673888401104
2,0.2,8.848094011435931,0.44240470057179654
3,0.30000000000000004,8.683350599833625,0.4341675299916813
4,0.4,7.678117265205268,0.3839058632602634
5,0.5,6.70442605595313,0.3352213027976565
6,0.6,6.653756518220202,0.3326878259110101
7,0.7,4.492657303054887,0.22463286515274436
8,0.7999999999999999,6.322782451096927,0.31613912255484633
9,0.8999999999999999,4.996253415856614,0.2498126707928307
10,0.9999999999999999,5.000502390785133,0.25002511953925666
11,1.0999999999999999,3.0590435636600413,0.15295217818300205
12,1.2,4.432329647260425,0.22161648236302126
13,1.3,3.5272521965079937,0.1763626098253997
14,1.4000000000000001,4.810023467760316,0.2405011733880158
15,1.5000000000000002,4.029502102744355,0.20147510513721775
16,1.6000000000000003,3.1432893757404248,0.15716446878702123
17,1.7000000000000004,2.534558116574408,0.1267279058287204
18,1.8000000000000005,2.131077316809325,0.10655386584046625
19,1.9000000000000006,2.0687194439168826,0.10343597219584413
